pe_id,throughput,data_size,epoch_size,group,op,num_pe
1,486692.57,1,8,atomic,fetch-add64,2
0,486594.29,1,16,atomic,fetch-add64,2
1,486596.00,1,16,atomic,fetch-add64,2
0,476686.07,1,32,atomic,fetch-add64,2
1,476624.67,1,32,atomic,fetch-add64,2
0,481821.34,1,64,atomic,fetch-add64,2
1,482811.55,1,64,atomic,fetch-add64,2
0,490368.94,1,128,atomic,fetch-add64,2
1,492583.18,1,128,atomic,fetch-add64,2
0,286323.21,1,1,atomic,fetch-add64,4
1,286332.26,1,1,atomic,fetch-add64,4
2,286310.66,1,1,atomic,fetch-add64,4
3,286317.91,1,1,atomic,fetch-add64,4
0,480467.44,1,2,atomic,fetch-add64,4
1,480421.23,1,2,atomic,fetch-add64,4
2,480431.59,1,2,atomic,fetch-add64,4
3,480389.26,1,2,atomic,fetch-add64,4
0,483132.55,1,4,atomic,fetch-add64,4
1,483223.28,1,4,atomic,fetch-add64,4
2,483106.20,1,4,atomic,fetch-add64,4
3,483204.98,1,4,atomic,fetch-add64,4
0,483774.90,1,8,atomic,fetch-add64,4
1,483787.92,1,8,atomic,fetch-add64,4
2,483754.79,1,8,atomic,fetch-add64,4
3,483777.93,1,8,atomic,fetch-add64,4
0,483755.16,1,16,atomic,fetch-add64,4
1,483682.25,1,16,atomic,fetch-add64,4
2,483492.25,1,16,atomic,fetch-add64,4
3,483469.44,1,16,atomic,fetch-add64,4
0,485218.57,1,32,atomic,fetch-add64,4
1,485185.55,1,32,atomic,fetch-add64,4
2,485380.83,1,32,atomic,fetch-add64,4
3,485381.60,1,32,atomic,fetch-add64,4
0,484859.12,1,64,atomic,fetch-add64,4
1,485046.64,1,64,atomic,fetch-add64,4
2,485337.90,1,64,atomic,fetch-add64,4
3,485345.44,1,64,atomic,fetch-add64,4
0,488511.43,1,128,atomic,fetch-add64,4
1,489674.63,1,128,atomic,fetch-add64,4
2,489705.88,1,128,atomic,fetch-add64,4
3,488654.90,1,128,atomic,fetch-add64,4
0,139215.45,1,1,atomic,fetch-add64,8
1,139206.95,1,1,atomic,fetch-add64,8
2,139212.49,1,1,atomic,fetch-add64,8
3,139210.38,1,1,atomic,fetch-add64,8
4,139208.91,1,1,atomic,fetch-add64,8
5,139214.16,1,1,atomic,fetch-add64,8
6,139200.23,1,1,atomic,fetch-add64,8
7,139219.53,1,1,atomic,fetch-add64,8
0,270434.31,1,2,atomic,fetch-add64,8
1,270473.84,1,2,atomic,fetch-add64,8
2,270467.65,1,2,atomic,fetch-add64,8
3,270493.42,1,2,atomic,fetch-add64,8
4,270457.08,1,2,atomic,fetch-add64,8
5,270451.13,1,2,atomic,fetch-add64,8
6,270448.07,1,2,atomic,fetch-add64,8
7,270445.51,1,2,atomic,fetch-add64,8
0,462246.65,1,4,atomic,fetch-add64,8
1,462185.06,1,4,atomic,fetch-add64,8
2,462233.98,1,4,atomic,fetch-add64,8
3,462242.97,1,4,atomic,fetch-add64,8
4,462178.84,1,4,atomic,fetch-add64,8
5,462202.20,1,4,atomic,fetch-add64,8
6,462113.84,1,4,atomic,fetch-add64,8
7,462212.82,1,4,atomic,fetch-add64,8
0,466731.37,1,8,atomic,fetch-add64,8
1,466847.13,1,8,atomic,fetch-add64,8
2,466840.07,1,8,atomic,fetch-add64,8
3,466869.29,1,8,atomic,fetch-add64,8
4,466844.83,1,8,atomic,fetch-add64,8
5,466842.72,1,8,atomic,fetch-add64,8
6,466849.89,1,8,atomic,fetch-add64,8
7,466779.32,1,8,atomic,fetch-add64,8
0,468737.52,1,16,atomic,fetch-add64,8
1,468839.14,1,16,atomic,fetch-add64,8
2,468924.21,1,16,atomic,fetch-add64,8
3,468748.16,1,16,atomic,fetch-add64,8
4,468826.42,1,16,atomic,fetch-add64,8
5,468822.96,1,16,atomic,fetch-add64,8
6,468913.45,1,16,atomic,fetch-add64,8
7,468829.03,1,16,atomic,fetch-add64,8
0,472994.46,1,32,atomic,fetch-add64,8
1,473091.92,1,32,atomic,fetch-add64,8
2,473187.35,1,32,atomic,fetch-add64,8
3,473088.91,1,32,atomic,fetch-add64,8
4,473092.48,1,32,atomic,fetch-add64,8
5,472910.03,1,32,atomic,fetch-add64,8
6,473280.53,1,32,atomic,fetch-add64,8
7,472998.20,1,32,atomic,fetch-add64,8
0,473714.49,1,64,atomic,fetch-add64,8
1,473884.48,1,64,atomic,fetch-add64,8
2,474273.01,1,64,atomic,fetch-add64,8
3,473994.87,1,64,atomic,fetch-add64,8
4,474273.71,1,64,atomic,fetch-add64,8
5,474354.04,1,64,atomic,fetch-add64,8
6,474179.55,1,64,atomic,fetch-add64,8
7,474185.74,1,64,atomic,fetch-add64,8
0,475855.11,1,128,atomic,fetch-add64,8
1,474996.56,1,128,atomic,fetch-add64,8
2,475981.69,1,128,atomic,fetch-add64,8
3,476380.71,1,128,atomic,fetch-add64,8
4,475998.14,1,128,atomic,fetch-add64,8
5,476264.83,1,128,atomic,fetch-add64,8
6,476329.41,1,128,atomic,fetch-add64,8
7,476264.66,1,128,atomic,fetch-add64,8
0,57315.09,1,1,atomic,fetch-add64,16
1,57322.72,1,1,atomic,fetch-add64,16
2,57323.14,1,1,atomic,fetch-add64,16
3,57321.00,1,1,atomic,fetch-add64,16
4,57323.52,1,1,atomic,fetch-add64,16
5,57328.19,1,1,atomic,fetch-add64,16
6,57323.97,1,1,atomic,fetch-add64,16
7,57317.91,1,1,atomic,fetch-add64,16
8,57320.04,1,1,atomic,fetch-add64,16
9,57321.55,1,1,atomic,fetch-add64,16
10,57321.07,1,1,atomic,fetch-add64,16
11,57319.70,1,1,atomic,fetch-add64,16
12,57319.34,1,1,atomic,fetch-add64,16
13,57316.18,1,1,atomic,fetch-add64,16
14,57317.73,1,1,atomic,fetch-add64,16
15,57319.24,1,1,atomic,fetch-add64,16
0,115087.69,1,2,atomic,fetch-add64,16
1,115095.94,1,2,atomic,fetch-add64,16
2,115103.43,1,2,atomic,fetch-add64,16
3,115111.56,1,2,atomic,fetch-add64,16
4,115094.27,1,2,atomic,fetch-add64,16
5,115098.38,1,2,atomic,fetch-add64,16
6,115086.30,1,2,atomic,fetch-add64,16
7,115093.58,1,2,atomic,fetch-add64,16
8,115092.73,1,2,atomic,fetch-add64,16
9,115087.98,1,2,atomic,fetch-add64,16
10,115088.93,1,2,atomic,fetch-add64,16
11,115083.47,1,2,atomic,fetch-add64,16
12,115085.93,1,2,atomic,fetch-add64,16
13,115080.40,1,2,atomic,fetch-add64,16
14,115082.14,1,2,atomic,fetch-add64,16
15,115079.82,1,2,atomic,fetch-add64,16
0,277834.59,1,4,atomic,fetch-add64,16
1,277860.27,1,4,atomic,fetch-add64,16
2,277879.71,1,4,atomic,fetch-add64,16
3,277851.91,1,4,atomic,fetch-add64,16
4,277867.16,1,4,atomic,fetch-add64,16
5,277853.55,1,4,atomic,fetch-add64,16
6,277888.38,1,4,atomic,fetch-add64,16
7,277897.43,1,4,atomic,fetch-add64,16
8,277850.01,1,4,atomic,fetch-add64,16
9,277881.82,1,4,atomic,fetch-add64,16
10,277879.12,1,4,atomic,fetch-add64,16
11,277844.33,1,4,atomic,fetch-add64,16
12,277886.12,1,4,atomic,fetch-add64,16
13,277874.97,1,4,atomic,fetch-add64,16
14,277865.15,1,4,atomic,fetch-add64,16
15,277838.62,1,4,atomic,fetch-add64,16
0,424500.97,1,8,atomic,fetch-add64,16
1,424571.98,1,8,atomic,fetch-add64,16
2,424535.41,1,8,atomic,fetch-add64,16
3,424560.43,1,8,atomic,fetch-add64,16
4,424524.64,1,8,atomic,fetch-add64,16
5,424555.43,1,8,atomic,fetch-add64,16
6,424595.65,1,8,atomic,fetch-add64,16
7,424586.78,1,8,atomic,fetch-add64,16
8,424593.08,1,8,atomic,fetch-add64,16
9,424566.52,1,8,atomic,fetch-add64,16
10,424533.90,1,8,atomic,fetch-add64,16
11,424520.67,1,8,atomic,fetch-add64,16
12,424548.20,1,8,atomic,fetch-add64,16
13,424506.15,1,8,atomic,fetch-add64,16
14,424401.20,1,8,atomic,fetch-add64,16
15,424517.46,1,8,atomic,fetch-add64,16
0,418080.05,1,16,atomic,fetch-add64,16
1,418511.50,1,16,atomic,fetch-add64,16
2,418495.64,1,16,atomic,fetch-add64,16
3,418574.34,1,16,atomic,fetch-add64,16
4,418574.96,1,16,atomic,fetch-add64,16
5,418519.77,1,16,atomic,fetch-add64,16
6,418578.33,1,16,atomic,fetch-add64,16
7,418590.65,1,16,atomic,fetch-add64,16
8,418567.12,1,16,atomic,fetch-add64,16
9,418579.53,1,16,atomic,fetch-add64,16
10,418590.57,1,16,atomic,fetch-add64,16
11,418569.98,1,16,atomic,fetch-add64,16
12,418519.84,1,16,atomic,fetch-add64,16
13,418509.82,1,16,atomic,fetch-add64,16
14,418516.97,1,16,atomic,fetch-add64,16
15,418525.90,1,16,atomic,fetch-add64,16
0,406979.39,1,32,atomic,fetch-add64,16
1,406878.29,1,32,atomic,fetch-add64,16
2,407022.44,1,32,atomic,fetch-add64,16
3,407092.84,1,32,atomic,fetch-add64,16
4,407025.30,1,32,atomic,fetch-add64,16
5,407086.57,1,32,atomic,fetch-add64,16
6,407021.52,1,32,atomic,fetch-add64,16
7,407019.37,1,32,atomic,fetch-add64,16
8,406963.15,1,32,atomic,fetch-add64,16
9,407017.63,1,32,atomic,fetch-add64,16
10,406979.83,1,32,atomic,fetch-add64,16
11,406957.96,1,32,atomic,fetch-add64,16
12,407024.51,1,32,atomic,fetch-add64,16
13,407031.22,1,32,atomic,fetch-add64,16
14,407018.36,1,32,atomic,fetch-add64,16
15,406979.18,1,32,atomic,fetch-add64,16
0,449729.70,1,64,atomic,fetch-add64,16
1,449740.20,1,64,atomic,fetch-add64,16
2,449925.53,1,64,atomic,fetch-add64,16
3,450094.33,1,64,atomic,fetch-add64,16
4,449912.00,1,64,atomic,fetch-add64,16
5,449927.31,1,64,atomic,fetch-add64,16
6,449900.36,1,64,atomic,fetch-add64,16
7,449819.42,1,64,atomic,fetch-add64,16
8,449735.13,1,64,atomic,fetch-add64,16
9,449648.81,1,64,atomic,fetch-add64,16
10,449819.28,1,64,atomic,fetch-add64,16
11,449820.95,1,64,atomic,fetch-add64,16
12,449638.48,1,64,atomic,fetch-add64,16
13,449914.31,1,64,atomic,fetch-add64,16
14,449962.05,1,64,atomic,fetch-add64,16
15,449639.29,1,64,atomic,fetch-add64,16
0,450358.58,1,128,atomic,fetch-add64,16
1,457475.84,1,128,atomic,fetch-add64,16
2,450587.95,1,128,atomic,fetch-add64,16
3,450544.73,1,128,atomic,fetch-add64,16
4,457379.46,1,128,atomic,fetch-add64,16
5,451002.62,1,128,atomic,fetch-add64,16
6,450728.98,1,128,atomic,fetch-add64,16
7,450913.21,1,128,atomic,fetch-add64,16
8,450535.39,1,128,atomic,fetch-add64,16
9,450350.61,1,128,atomic,fetch-add64,16
10,450732.25,1,128,atomic,fetch-add64,16
11,450755.80,1,128,atomic,fetch-add64,16
12,450450.41,1,128,atomic,fetch-add64,16
13,457558.59,1,128,atomic,fetch-add64,16
14,450634.13,1,128,atomic,fetch-add64,16
15,450450.15,1,128,atomic,fetch-add64,16
0,22819.91,1,1,atomic,fetch-add64,32
1,22804.44,1,1,atomic,fetch-add64,32
2,22808.15,1,1,atomic,fetch-add64,32
3,22789.12,1,1,atomic,fetch-add64,32
4,22899.00,1,1,atomic,fetch-add64,32
5,22925.00,1,1,atomic,fetch-add64,32
6,22881.22,1,1,atomic,fetch-add64,32
7,22938.89,1,1,atomic,fetch-add64,32
8,22875.92,1,1,atomic,fetch-add64,32
9,22862.23,1,1,atomic,fetch-add64,32
10,22821.70,1,1,atomic,fetch-add64,32
11,22865.92,1,1,atomic,fetch-add64,32
12,22840.25,1,1,atomic,fetch-add64,32
13,22817.47,1,1,atomic,fetch-add64,32
14,22863.28,1,1,atomic,fetch-add64,32
15,22786.04,1,1,atomic,fetch-add64,32
16,22795.50,1,1,atomic,fetch-add64,32
17,22901.17,1,1,atomic,fetch-add64,32
18,22785.76,1,1,atomic,fetch-add64,32
19,22823.78,1,1,atomic,fetch-add64,32
20,22182.18,1,1,atomic,fetch-add64,32
21,22794.38,1,1,atomic,fetch-add64,32
22,22792.62,1,1,atomic,fetch-add64,32
23,22889.91,1,1,atomic,fetch-add64,32
24,22817.24,1,1,atomic,fetch-add64,32
25,22865.40,1,1,atomic,fetch-add64,32
26,22789.80,1,1,atomic,fetch-add64,32
27,22783.80,1,1,atomic,fetch-add64,32
28,22828.46,1,1,atomic,fetch-add64,32
29,22804.63,1,1,atomic,fetch-add64,32
30,22809.83,1,1,atomic,fetch-add64,32
31,22828.07,1,1,atomic,fetch-add64,32
0,30058.62,1,2,atomic,fetch-add64,32
1,29924.60,1,2,atomic,fetch-add64,32
2,30058.96,1,2,atomic,fetch-add64,32
3,29953.89,1,2,atomic,fetch-add64,32
4,29926.60,1,2,atomic,fetch-add64,32
5,30059.70,1,2,atomic,fetch-add64,32
6,30034.00,1,2,atomic,fetch-add64,32
7,29962.55,1,2,atomic,fetch-add64,32
8,29941.27,1,2,atomic,fetch-add64,32
9,30046.37,1,2,atomic,fetch-add64,32
10,30105.49,1,2,atomic,fetch-add64,32
11,29011.64,1,2,atomic,fetch-add64,32
12,29979.63,1,2,atomic,fetch-add64,32
13,29918.61,1,2,atomic,fetch-add64,32
14,29953.15,1,2,atomic,fetch-add64,32
15,29950.08,1,2,atomic,fetch-add64,32
16,30054.18,1,2,atomic,fetch-add64,32
17,29917.78,1,2,atomic,fetch-add64,32
18,30050.72,1,2,atomic,fetch-add64,32
19,29943.73,1,2,atomic,fetch-add64,32
20,30090.41,1,2,atomic,fetch-add64,32
21,29959.81,1,2,atomic,fetch-add64,32
22,29967.47,1,2,atomic,fetch-add64,32
23,29962.93,1,2,atomic,fetch-add64,32
24,29925.92,1,2,atomic,fetch-add64,32
25,30104.68,1,2,atomic,fetch-add64,32
26,29933.94,1,2,atomic,fetch-add64,32
27,29931.75,1,2,atomic,fetch-add64,32
28,30028.33,1,2,atomic,fetch-add64,32
29,30031.27,1,2,atomic,fetch-add64,32
30,29912.32,1,2,atomic,fetch-add64,32
31,30033.94,1,2,atomic,fetch-add64,32
0,35848.83,1,4,atomic,fetch-add64,32
1,36061.76,1,4,atomic,fetch-add64,32
2,35877.86,1,4,atomic,fetch-add64,32
3,35903.64,1,4,atomic,fetch-add64,32
4,35931.99,1,4,atomic,fetch-add64,32
5,35843.96,1,4,atomic,fetch-add64,32
6,36005.81,1,4,atomic,fetch-add64,32
7,35986.35,1,4,atomic,fetch-add64,32
8,35904.52,1,4,atomic,fetch-add64,32
9,35843.75,1,4,atomic,fetch-add64,32
10,35902.84,1,4,atomic,fetch-add64,32
11,35939.59,1,4,atomic,fetch-add64,32
12,35870.96,1,4,atomic,fetch-add64,32
13,35969.05,1,4,atomic,fetch-add64,32
14,36020.30,1,4,atomic,fetch-add64,32
15,35853.77,1,4,atomic,fetch-add64,32
16,35846.31,1,4,atomic,fetch-add64,32
17,35925.72,1,4,atomic,fetch-add64,32
18,35869.35,1,4,atomic,fetch-add64,32
19,35895.99,1,4,atomic,fetch-add64,32
20,35913.57,1,4,atomic,fetch-add64,32
21,36015.90,1,4,atomic,fetch-add64,32
22,35868.34,1,4,atomic,fetch-add64,32
23,35865.87,1,4,atomic,fetch-add64,32
24,36057.95,1,4,atomic,fetch-add64,32
25,36005.28,1,4,atomic,fetch-add64,32
26,36038.49,1,4,atomic,fetch-add64,32
27,35931.46,1,4,atomic,fetch-add64,32
28,35978.05,1,4,atomic,fetch-add64,32
29,35841.46,1,4,atomic,fetch-add64,32
30,35920.18,1,4,atomic,fetch-add64,32
31,35925.77,1,4,atomic,fetch-add64,32
0,46031.58,1,8,atomic,fetch-add64,32
1,49583.72,1,8,atomic,fetch-add64,32
2,49451.86,1,8,atomic,fetch-add64,32
3,46068.71,1,8,atomic,fetch-add64,32
4,49401.06,1,8,atomic,fetch-add64,32
5,49745.77,1,8,atomic,fetch-add64,32
6,49453.73,1,8,atomic,fetch-add64,32
7,49477.64,1,8,atomic,fetch-add64,32
8,49633.60,1,8,atomic,fetch-add64,32
9,49621.82,1,8,atomic,fetch-add64,32
10,49691.83,1,8,atomic,fetch-add64,32
11,49514.64,1,8,atomic,fetch-add64,32
12,49557.98,1,8,atomic,fetch-add64,32
13,49407.27,1,8,atomic,fetch-add64,32
14,49435.01,1,8,atomic,fetch-add64,32
15,49570.93,1,8,atomic,fetch-add64,32
16,49450.77,1,8,atomic,fetch-add64,32
17,49678.21,1,8,atomic,fetch-add64,32
18,49691.68,1,8,atomic,fetch-add64,32
19,49501.20,1,8,atomic,fetch-add64,32
20,49506.73,1,8,atomic,fetch-add64,32
21,49428.28,1,8,atomic,fetch-add64,32
22,49558.77,1,8,atomic,fetch-add64,32
23,49455.44,1,8,atomic,fetch-add64,32
24,49516.78,1,8,atomic,fetch-add64,32
25,49406.90,1,8,atomic,fetch-add64,32
26,49723.21,1,8,atomic,fetch-add64,32
27,49675.68,1,8,atomic,fetch-add64,32
28,49536.05,1,8,atomic,fetch-add64,32
29,49383.87,1,8,atomic,fetch-add64,32
30,49371.41,1,8,atomic,fetch-add64,32
31,49534.87,1,8,atomic,fetch-add64,32
0,50172.97,1,16,atomic,fetch-add64,32
1,50489.91,1,16,atomic,fetch-add64,32
2,50291.24,1,16,atomic,fetch-add64,32
3,50605.20,1,16,atomic,fetch-add64,32
4,52496.38,1,16,atomic,fetch-add64,32
5,50331.33,1,16,atomic,fetch-add64,32
6,52525.04,1,16,atomic,fetch-add64,32
7,50177.84,1,16,atomic,fetch-add64,32
8,50458.38,1,16,atomic,fetch-add64,32
9,52531.79,1,16,atomic,fetch-add64,32
10,52558.31,1,16,atomic,fetch-add64,32
11,50186.63,1,16,atomic,fetch-add64,32
12,52477.36,1,16,atomic,fetch-add64,32
13,50216.40,1,16,atomic,fetch-add64,32
14,52538.77,1,16,atomic,fetch-add64,32
15,50267.73,1,16,atomic,fetch-add64,32
16,50251.87,1,16,atomic,fetch-add64,32
17,50376.50,1,16,atomic,fetch-add64,32
18,50469.22,1,16,atomic,fetch-add64,32
19,50488.13,1,16,atomic,fetch-add64,32
20,50424.87,1,16,atomic,fetch-add64,32
21,50263.98,1,16,atomic,fetch-add64,32
22,50219.53,1,16,atomic,fetch-add64,32
23,50227.79,1,16,atomic,fetch-add64,32
24,52550.14,1,16,atomic,fetch-add64,32
25,52510.76,1,16,atomic,fetch-add64,32
26,50465.40,1,16,atomic,fetch-add64,32
27,50236.67,1,16,atomic,fetch-add64,32
28,50323.54,1,16,atomic,fetch-add64,32
29,50344.35,1,16,atomic,fetch-add64,32
30,50278.55,1,16,atomic,fetch-add64,32
31,52550.77,1,16,atomic,fetch-add64,32
0,52677.41,1,32,atomic,fetch-add64,32
1,53016.75,1,32,atomic,fetch-add64,32
2,57872.85,1,32,atomic,fetch-add64,32
3,57810.19,1,32,atomic,fetch-add64,32
4,52761.31,1,32,atomic,fetch-add64,32
5,57820.31,1,32,atomic,fetch-add64,32
6,52893.37,1,32,atomic,fetch-add64,32
7,57914.18,1,32,atomic,fetch-add64,32
8,57821.42,1,32,atomic,fetch-add64,32
9,53115.92,1,32,atomic,fetch-add64,32
10,52912.61,1,32,atomic,fetch-add64,32
11,52752.36,1,32,atomic,fetch-add64,32
12,52747.98,1,32,atomic,fetch-add64,32
13,52777.95,1,32,atomic,fetch-add64,32
14,57843.72,1,32,atomic,fetch-add64,32
15,57881.15,1,32,atomic,fetch-add64,32
16,52954.04,1,32,atomic,fetch-add64,32
17,57917.03,1,32,atomic,fetch-add64,32
18,57793.55,1,32,atomic,fetch-add64,32
19,52790.75,1,32,atomic,fetch-add64,32
20,52790.14,1,32,atomic,fetch-add64,32
21,56010.63,1,32,atomic,fetch-add64,32
22,52685.80,1,32,atomic,fetch-add64,32
23,52858.04,1,32,atomic,fetch-add64,32
24,57854.97,1,32,atomic,fetch-add64,32
25,53109.71,1,32,atomic,fetch-add64,32
26,52709.09,1,32,atomic,fetch-add64,32
27,52942.82,1,32,atomic,fetch-add64,32
28,52695.98,1,32,atomic,fetch-add64,32
29,52959.85,1,32,atomic,fetch-add64,32
30,52939.24,1,32,atomic,fetch-add64,32
31,52721.99,1,32,atomic,fetch-add64,32
0,56542.45,1,64,atomic,fetch-add64,32
1,57036.94,1,64,atomic,fetch-add64,32
2,56809.47,1,64,atomic,fetch-add64,32
3,56736.02,1,64,atomic,fetch-add64,32
4,56619.10,1,64,atomic,fetch-add64,32
5,56653.13,1,64,atomic,fetch-add64,32
6,56630.12,1,64,atomic,fetch-add64,32
7,56942.68,1,64,atomic,fetch-add64,32
8,56900.51,1,64,atomic,fetch-add64,32
9,56853.86,1,64,atomic,fetch-add64,32
10,57068.69,1,64,atomic,fetch-add64,32
11,56591.75,1,64,atomic,fetch-add64,32
12,56730.71,1,64,atomic,fetch-add64,32
13,57138.49,1,64,atomic,fetch-add64,32
14,56550.61,1,64,atomic,fetch-add64,32
15,56580.33,1,64,atomic,fetch-add64,32
16,57020.03,1,64,atomic,fetch-add64,32
17,56877.69,1,64,atomic,fetch-add64,32
18,56690.36,1,64,atomic,fetch-add64,32
19,57203.21,1,64,atomic,fetch-add64,32
20,57005.59,1,64,atomic,fetch-add64,32
21,56567.57,1,64,atomic,fetch-add64,32
22,56554.78,1,64,atomic,fetch-add64,32
23,56615.24,1,64,atomic,fetch-add64,32
24,56630.55,1,64,atomic,fetch-add64,32
25,56714.34,1,64,atomic,fetch-add64,32
26,56651.87,1,64,atomic,fetch-add64,32
27,56993.36,1,64,atomic,fetch-add64,32
28,56851.89,1,64,atomic,fetch-add64,32
29,56526.19,1,64,atomic,fetch-add64,32
30,56720.66,1,64,atomic,fetch-add64,32
31,56850.05,1,64,atomic,fetch-add64,32
0,56101.25,1,128,atomic,fetch-add64,32
1,56471.33,1,128,atomic,fetch-add64,32
2,56177.47,1,128,atomic,fetch-add64,32
3,56280.82,1,128,atomic,fetch-add64,32
4,56319.18,1,128,atomic,fetch-add64,32
5,56465.51,1,128,atomic,fetch-add64,32
6,56375.47,1,128,atomic,fetch-add64,32
7,56331.69,1,128,atomic,fetch-add64,32
8,56052.19,1,128,atomic,fetch-add64,32
9,56141.12,1,128,atomic,fetch-add64,32
10,56407.50,1,128,atomic,fetch-add64,32
11,56141.26,1,128,atomic,fetch-add64,32
12,56589.94,1,128,atomic,fetch-add64,32
13,56104.04,1,128,atomic,fetch-add64,32
14,56513.52,1,128,atomic,fetch-add64,32
15,56078.17,1,128,atomic,fetch-add64,32
16,56270.69,1,128,atomic,fetch-add64,32
17,56668.94,1,128,atomic,fetch-add64,32
18,56381.07,1,128,atomic,fetch-add64,32
19,56253.22,1,128,atomic,fetch-add64,32
20,56611.62,1,128,atomic,fetch-add64,32
21,56544.12,1,128,atomic,fetch-add64,32
22,56251.21,1,128,atomic,fetch-add64,32
23,56252.65,1,128,atomic,fetch-add64,32
24,56163.36,1,128,atomic,fetch-add64,32
25,56173.29,1,128,atomic,fetch-add64,32
26,56649.45,1,128,atomic,fetch-add64,32
27,56054.45,1,128,atomic,fetch-add64,32
28,56054.38,1,128,atomic,fetch-add64,32
29,56180.51,1,128,atomic,fetch-add64,32
30,56370.43,1,128,atomic,fetch-add64,32
31,56103.30,1,128,atomic,fetch-add64,32
